filename	acq_time	operator	randstr	MotionExclusion	MeanFD
anat/sub-SAXSISO26f_T2w.nii.gz	2000-01-01T00:00:00	saxe	da8f55b3	False	n/a
anat/sub-SAXSISO26f_T1w.nii.gz	2000-01-01T00:00:01	saxe	c48cf1cb	False	n/a
fmap/sub-SAXSISO26f_run-001_magnitude1.nii.gz	2000-01-01T00:00:02	saxe	7a89ec6c	False	n/a
fmap/sub-SAXSISO26f_run-001_magnitude2.nii.gz	2000-01-01T00:00:03	saxe	7a89ec6c	False	n/a
fmap/sub-SAXSISO26f_run-001_phasediff.nii.gz	2000-01-01T00:00:04	saxe	97338b5c	False	n/a
func/sub-SAXSISO26f_task-CIC_run-001_bold.nii.gz	2000-01-01T00:00:05	saxe	30a6c58f	False	0.17612113938356164
func/sub-SAXSISO26f_task-CIC_run-002_bold.nii.gz	2000-01-01T00:00:06	saxe	81747146	False	0.17479640123075346
func/sub-SAXSISO26f_task-CIC_run-003_bold.nii.gz	2000-01-01T00:00:07	saxe	c5680ccc	False	0.17167992366712329
func/sub-SAXSISO26f_task-CIC_run-004_bold.nii.gz	2000-01-01T00:00:08	saxe	10a4a03e	False	0.18105225991780824
func/sub-SAXSISO26f_task-CIC_run-005_bold.nii.gz	2000-01-01T00:00:09	saxe	cc38d8e4	False	0.18667561281349312
func/sub-SAXSISO26f_task-CIC_run-006_bold.nii.gz	2000-01-01T00:00:10	saxe	78a84718	False	0.1657388484738324
