onset	duration	weight	trial_type
6.75	2	1	NonRewarded
12.35	1.1	1	ButtonPress
19.53	2	1	NonRewarded
27.53	1.1	1	ButtonPress
32.47	2	1	NonRewarded
36.47	1.1	1	ButtonPress
44.33	2	1	NonRewarded
49.4	1.1	1	ButtonPress
55.89	2	1	NonRewarded
61.49	1.1	1	ButtonPress
65.54	2	1	Rewarded
70.34	1.1	1	ButtonPress
75.6	2	1	Rewarded
80.8	1.1	1	ButtonPress
85.89	2	1	Rewarded
92.69	1.1	1	ButtonPress
96.91	2	1	Rewarded
101.84	1.1	1	ButtonPress
107.55	2	1	NonRewarded
114.75	1.1	1	ButtonPress
118.69	2	1	Rewarded
123.89	1.1	1	ButtonPress
127.83	2	1	Rewarded
132.13	1.1	1	ButtonPress
137	2	1	Rewarded
141.2	1.1	1	ButtonPress
144.61	2	1	Rewarded
150.41	1.1	1	ButtonPress
157.21	2	1	NonRewarded
162.14	1	1	ButtonPress
169.04	2	1	Rewarded
173.34	1	1	ButtonPress
177.31	2	1	Rewarded
181.41	1	1	ButtonPress
185.41	2	1	Rewarded
191.01	1	1	ButtonPress
196.88	2	1	NonRewarded
203.28	1	1	ButtonPress
209.15	2	1	Rewarded
216.75	1.1	1	ButtonPress
220.84	2	1	NonRewarded
225.38	1.1	1	ButtonPress
232.57	2	1	NonRewarded
240.17	1.1	1	ButtonPress
246.93	2	1	Rewarded
252.93	1.1	1	ButtonPress
259.39	2	1	NonRewarded
264.32	1.1	1	ButtonPress
270.77	2	1	Rewarded
276.57	1.1	1	ButtonPress
281.2	2	1	NonRewarded
287.6	1.1	1	ButtonPress
292.06	2	1	Rewarded
298.86	1.1	1	ButtonPress
302.96	2	1	Rewarded
307.36	1.1	1	ButtonPress
310.94	2	1	NonRewarded
316.94	1.1	1	ButtonPress
320.6	2	1	Rewarded
325.4	1.1	1	ButtonPress
332.98	2	1	NonRewarded
338.18	1.1	1	ButtonPress
344.88	2	1	NonRewarded
352.08	1	1	ButtonPress
357.64	2	1	Rewarded
362.7	1	1	ButtonPress
367.88	2	1	Rewarded
374.08	1	1	ButtonPress
377.65	2	1	Rewarded
383.25	1	1	ButtonPress
390.45	2	1	Rewarded
394.45	1.1	1	ButtonPress
397.93	2	1	Rewarded
402.13	1.1	1	ButtonPress
409.81	2	1	NonRewarded
414.34	1	1	ButtonPress
420.09	2	1	Rewarded
424.19	1	1	ButtonPress
430.19	2	1	Rewarded
434.85	1.1	1	ButtonPress
439.41	2	1	Rewarded
444.08	1.1	1	ButtonPress
449.07	2	1	NonRewarded
453.87	1.1	1	ButtonPress
460.32	2	1	Rewarded
467.12	1.1	1	ButtonPress
470.7	2	1	Rewarded
477.5	1.1	1	ButtonPress
482.61	2	1	NonRewarded
488.21	1.1	1	ButtonPress
496.66	2	1	NonRewarded
504.66	1.1	1	ButtonPress
511.92	2	1	Rewarded
516.32	1.1	1	ButtonPress
523.27	2	1	NonRewarded
529.47	1.1	1	ButtonPress
534.9	2	1	NonRewarded
540.9	1.1	1	ButtonPress
547.42	2	1	Rewarded
554.62	1.1	1	ButtonPress
559.38	2	1	Rewarded
563.92	1.1	1	ButtonPress
567.82	2	1	Rewarded
572.62	1.1	1	ButtonPress
578.57	2	1	NonRewarded
586.17	1.1	1	ButtonPress
591.62	2	1	Rewarded
596.96	1.1	1	ButtonPress
601.32	2	1	NonRewarded
608.52	1.1	1	ButtonPress
616.37	2	1	Rewarded
622.77	1.1	1	ButtonPress
626.25	2	1	NonRewarded
630.65	1	1	ButtonPress
635	2	1	Rewarded
640.2	1.1	1	ButtonPress
645.24	2	1	NonRewarded
650.7	1.1	1	ButtonPress
658.18	2	1	NonRewarded
663.38	1.1	1	ButtonPress
669.36	2	1	Rewarded
673.76	1.1	1	ButtonPress
678.62	2	1	Rewarded
683.82	1.1	1	ButtonPress
689.08	2	1	Rewarded
694.88	1.1	1	ButtonPress
699.77	2	1	NonRewarded
705.77	1.1	1	ButtonPress
713.04	2	1	Rewarded
717.71	1.1	1	ButtonPress
724.62	2	1	NonRewarded
729.29	1.1	1	ButtonPress
737.03	2	1	NonRewarded
741.33	1.1	1	ButtonPress
749.46	2	1	NonRewarded
755.06	1.1	1	ButtonPress
759.96	2	1	NonRewarded
764.36	1.1	1	ButtonPress
769.22	2	1	Rewarded
774.29	1.1	1	ButtonPress
779.11	2	1	NonRewarded
783.91	1.1	1	ButtonPress
789.46	2	1	NonRewarded
794.93	1	1	ButtonPress
799.86	2	1	NonRewarded
805.06	1.1	1	ButtonPress
810.2	2	1	NonRewarded
815	1.1	1	ButtonPress
820.56	2	1	NonRewarded
826.96	1.1	1	ButtonPress
831.29	2	1	Rewarded
838.49	1.1	1	ButtonPress
842.17	2	1	NonRewarded
847.51	1.1	1	ButtonPress
851.69	2	1	NonRewarded
858.49	1.1	1	ButtonPress
863.94	2	1	NonRewarded
868.34	1.1	1	ButtonPress
876.96	2	1	NonRewarded
881.76	1.1	1	ButtonPress
