onset	duration	weight	trial_type
6.06	2	1	NonRewarded
11.66	1.1	1	ButtonPress
15.78	2	1	NonRewarded
23.78	1.1	1	ButtonPress
27.12	2	1	NonRewarded
31.12	1.1	1	ButtonPress
36.84	2	1	NonRewarded
41.91	1.1	1	ButtonPress
48.43	2	1	NonRewarded
54.03	1.1	1	ButtonPress
58.13	2	1	Rewarded
62.93	1.1	1	ButtonPress
68.22	2	1	Rewarded
73.42	1.1	1	ButtonPress
78.51	2	1	Rewarded
85.31	1.1	1	ButtonPress
89.53	2	1	Rewarded
94.46	1.1	1	ButtonPress
100.18	2	1	NonRewarded
107.38	1.1	1	ButtonPress
111.34	2	1	Rewarded
116.54	1.1	1	ButtonPress
120.5	2	1	Rewarded
124.8	1.1	1	ButtonPress
129.67	2	1	Rewarded
133.87	1.1	1	ButtonPress
137.25	2	1	Rewarded
143.05	1	1	ButtonPress
149.06	2	1	NonRewarded
153.99	1	1	ButtonPress
158.67	2	1	Rewarded
162.97	1.1	1	ButtonPress
167.06	2	1	Rewarded
171.16	1.1	1	ButtonPress
175.28	2	1	Rewarded
180.88	1.1	1	ButtonPress
186.18	2	1	NonRewarded
192.58	1.1	1	ButtonPress
196.29	2	1	Rewarded
203.89	1.1	1	ButtonPress
208.01	2	1	NonRewarded
212.54	1	1	ButtonPress
218.95	2	1	NonRewarded
226.55	1	1	ButtonPress
230.95	2	1	Rewarded
236.95	1.1	1	ButtonPress
243.42	2	1	NonRewarded
248.35	1.1	1	ButtonPress
254.85	2	1	Rewarded
260.65	1.1	1	ButtonPress
265.28	2	1	NonRewarded
271.68	1	1	ButtonPress
276.11	2	1	Rewarded
282.91	1.1	1	ButtonPress
286.99	2	1	Rewarded
291.39	1.1	1	ButtonPress
295.01	2	1	NonRewarded
301.01	1.1	1	ButtonPress
304.68	2	1	Rewarded
309.48	1.1	1	ButtonPress
316.41	2	1	NonRewarded
321.61	1.1	1	ButtonPress
325.43	2	1	NonRewarded
332.63	1.1	1	ButtonPress
336.03	2	1	Rewarded
341.1	1	1	ButtonPress
346.32	2	1	Rewarded
352.52	1	1	ButtonPress
356.08	2	1	Rewarded
361.68	1	1	ButtonPress
368.87	2	1	Rewarded
372.87	1	1	ButtonPress
376.26	2	1	Rewarded
380.46	1	1	ButtonPress
387.23	2	1	NonRewarded
391.77	1	1	ButtonPress
396.57	2	1	Rewarded
400.67	1.1	1	ButtonPress
406.75	2	1	Rewarded
411.42	1.1	1	ButtonPress
415.91	2	1	Rewarded
420.58	1.1	1	ButtonPress
424.78	2	1	NonRewarded
429.58	1.1	1	ButtonPress
435.08	2	1	Rewarded
441.88	1.1	1	ButtonPress
445.45	2	1	Rewarded
452.25	1.1	1	ButtonPress
456.66	2	1	NonRewarded
462.26	1.1	1	ButtonPress
467.78	2	1	NonRewarded
475.78	1.1	1	ButtonPress
480.87	2	1	Rewarded
485.27	1.1	1	ButtonPress
491.37	2	1	NonRewarded
497.57	1.1	1	ButtonPress
502.08	2	1	NonRewarded
508.08	1.1	1	ButtonPress
514.66	2	1	Rewarded
521.86	1.1	1	ButtonPress
526.61	2	1	Rewarded
531.14	1.1	1	ButtonPress
535.05	2	1	Rewarded
539.85	1	1	ButtonPress
544.88	2	1	NonRewarded
552.48	1	1	ButtonPress
556.89	2	1	Rewarded
562.23	1.1	1	ButtonPress
565.81	2	1	NonRewarded
573.01	1.1	1	ButtonPress
579.92	2	1	Rewarded
586.32	1.1	1	ButtonPress
589.82	2	1	NonRewarded
594.22	1.1	1	ButtonPress
598.7	2	1	Rewarded
603.9	1.1	1	ButtonPress
608.27	2	1	NonRewarded
613.74	1.1	1	ButtonPress
618.24	2	1	NonRewarded
623.44	1.1	1	ButtonPress
627.24	2	1	Rewarded
631.64	1.1	1	ButtonPress
636.5	2	1	Rewarded
641.7	1.1	1	ButtonPress
646.96	2	1	Rewarded
652.76	1.1	1	ButtonPress
657.69	2	1	NonRewarded
663.69	1	1	ButtonPress
670.88	2	1	Rewarded
675.55	1	1	ButtonPress
681.57	2	1	NonRewarded
686.24	1	1	ButtonPress
692.24	2	1	NonRewarded
696.54	1	1	ButtonPress
701.54	2	1	NonRewarded
707.14	1	1	ButtonPress
711.01	2	1	NonRewarded
715.41	1	1	ButtonPress
720.2	2	1	Rewarded
725.27	1.1	1	ButtonPress
729.25	2	1	NonRewarded
734.05	1.1	1	ButtonPress
737.89	2	1	NonRewarded
743.35	1.1	1	ButtonPress
747.46	2	1	NonRewarded
752.66	1.1	1	ButtonPress
757.01	2	1	NonRewarded
761.81	1.1	1	ButtonPress
766.46	2	1	NonRewarded
772.86	1.1	1	ButtonPress
777.21	2	1	Rewarded
784.41	1.1	1	ButtonPress
788.12	2	1	NonRewarded
793.46	1.1	1	ButtonPress
797.7	2	1	NonRewarded
804.5	1.1	1	ButtonPress
809.25	2	1	NonRewarded
813.65	1.1	1	ButtonPress
819.36	2	1	NonRewarded
824.16	1.1	1	ButtonPress
