onset	duration	weight	trial_type
6.28	2	1	NonRewarded
11.88	1.1	1	ButtonPress
16.79	2	1	NonRewarded
24.79	1.1	1	ButtonPress
28.62	2	1	NonRewarded
32.62	1.1	1	ButtonPress
38.28	2	1	NonRewarded
43.35	1.1	1	ButtonPress
49.82	2	1	NonRewarded
55.42	1.1	1	ButtonPress
59.49	2	1	Rewarded
64.29	1.1	1	ButtonPress
69.58	2	1	Rewarded
74.78	1.1	1	ButtonPress
79.91	2	1	Rewarded
86.71	1.1	1	ButtonPress
90.96	2	1	Rewarded
95.89	1.1	1	ButtonPress
101.63	2	1	NonRewarded
108.83	1.1	1	ButtonPress
112.84	2	1	Rewarded
118.04	1	1	ButtonPress
121.97	2	1	Rewarded
126.27	1	1	ButtonPress
131.04	2	1	Rewarded
135.24	1.1	1	ButtonPress
138.65	2	1	Rewarded
144.45	1.1	1	ButtonPress
150.8	2	1	NonRewarded
155.73	1.1	1	ButtonPress
161.14	2	1	Rewarded
165.44	1.1	1	ButtonPress
169.53	2	1	Rewarded
173.63	1.1	1	ButtonPress
177.73	2	1	Rewarded
183.33	1.1	1	ButtonPress
188.85	2	1	NonRewarded
195.25	1.1	1	ButtonPress
199.61	2	1	Rewarded
207.21	1.1	1	ButtonPress
211.43	2	1	NonRewarded
215.96	1.1	1	ButtonPress
222.9	2	1	NonRewarded
230.5	1.1	1	ButtonPress
235.64	2	1	Rewarded
241.64	1.1	1	ButtonPress
248.07	2	1	NonRewarded
253.01	1.1	1	ButtonPress
259.46	2	1	Rewarded
265.26	1.1	1	ButtonPress
269.89	2	1	NonRewarded
276.29	1.1	1	ButtonPress
280.76	2	1	Rewarded
287.56	1.1	1	ButtonPress
291.65	2	1	Rewarded
296.05	1.1	1	ButtonPress
299.64	2	1	NonRewarded
305.64	1.1	1	ButtonPress
309.33	2	1	Rewarded
314.13	1.1	1	ButtonPress
321.09	2	1	NonRewarded
326.29	1.1	1	ButtonPress
330.38	2	1	NonRewarded
337.58	1.1	1	ButtonPress
341.66	2	1	Rewarded
346.73	1.1	1	ButtonPress
352.02	2	1	Rewarded
358.22	1.1	1	ButtonPress
361.9	2	1	Rewarded
367.5	1.1	1	ButtonPress
374.81	2	1	Rewarded
378.81	1.1	1	ButtonPress
382.28	2	1	Rewarded
386.48	1.1	1	ButtonPress
393.51	2	1	NonRewarded
398.04	1.1	1	ButtonPress
403.44	2	1	Rewarded
407.54	1.1	1	ButtonPress
413.65	2	1	Rewarded
418.32	1	1	ButtonPress
422.73	2	1	Rewarded
427.39	1	1	ButtonPress
431.65	2	1	NonRewarded
436.45	1	1	ButtonPress
442.44	2	1	Rewarded
449.24	1	1	ButtonPress
452.81	2	1	Rewarded
459.61	1	1	ButtonPress
464.12	2	1	NonRewarded
469.72	1	1	ButtonPress
475.72	2	1	NonRewarded
483.72	1	1	ButtonPress
488.67	2	1	Rewarded
493.07	1	1	ButtonPress
499.2	2	1	NonRewarded
505.4	1	1	ButtonPress
510.31	2	1	NonRewarded
516.31	1	1	ButtonPress
522.74	2	1	Rewarded
529.94	1	1	ButtonPress
534.59	2	1	Rewarded
539.12	1	1	ButtonPress
542.96	2	1	Rewarded
547.76	1	1	ButtonPress
553	2	1	NonRewarded
560.6	1	1	ButtonPress
565.53	2	1	Rewarded
570.87	1	1	ButtonPress
574.51	2	1	NonRewarded
581.71	1	1	ButtonPress
588.98	2	1	Rewarded
595.38	1	1	ButtonPress
598.78	2	1	NonRewarded
603.18	1	1	ButtonPress
607.55	2	1	Rewarded
612.75	1	1	ButtonPress
617.26	2	1	NonRewarded
622.72	1	1	ButtonPress
627.74	2	1	NonRewarded
632.94	1	1	ButtonPress
636.65	2	1	Rewarded
641.05	1	1	ButtonPress
645.82	2	1	Rewarded
651.02	1.1	1	ButtonPress
656.33	2	1	Rewarded
662.13	1.1	1	ButtonPress
667.16	2	1	NonRewarded
673.16	1.1	1	ButtonPress
680.66	2	1	Rewarded
685.32	1.1	1	ButtonPress
691.56	2	1	NonRewarded
696.23	1.1	1	ButtonPress
703.08	2	1	NonRewarded
707.38	1.1	1	ButtonPress
713.23	2	1	NonRewarded
718.83	1.1	1	ButtonPress
723.3	2	1	NonRewarded
727.7	1	1	ButtonPress
732.49	2	1	Rewarded
737.56	1.1	1	ButtonPress
741.7	2	1	NonRewarded
746.5	1.1	1	ButtonPress
750.98	2	1	NonRewarded
756.45	1	1	ButtonPress
761.04	2	1	NonRewarded
766.24	1	1	ButtonPress
770.83	2	1	NonRewarded
775.63	1	1	ButtonPress
780.7	2	1	NonRewarded
787.1	1	1	ButtonPress
791.37	2	1	Rewarded
798.57	1	1	ButtonPress
802.13	2	1	NonRewarded
807.47	1.1	1	ButtonPress
811.64	2	1	NonRewarded
818.44	1.1	1	ButtonPress
823.36	2	1	NonRewarded
827.76	1.1	1	ButtonPress
834.09	2	1	NonRewarded
838.89	1	1	ButtonPress
