onset	duration	weight	trial_type
6.73	2	1	NonRewarded
12.33	1.1	1	ButtonPress
19.48	2	1	NonRewarded
27.48	1.1	1	ButtonPress
32.45	2	1	NonRewarded
36.45	1.1	1	ButtonPress
44.32	2	1	NonRewarded
49.39	1.1	1	ButtonPress
55.86	2	1	NonRewarded
61.46	1.1	1	ButtonPress
65.53	2	1	Rewarded
70.33	1.1	1	ButtonPress
75.62	2	1	Rewarded
80.82	1.1	1	ButtonPress
85.97	2	1	Rewarded
92.77	1.1	1	ButtonPress
97.04	2	1	Rewarded
101.97	1.1	1	ButtonPress
107.69	2	1	NonRewarded
114.89	1.1	1	ButtonPress
118.81	2	1	Rewarded
124.01	1.1	1	ButtonPress
128	2	1	Rewarded
132.3	1.1	1	ButtonPress
137.2	2	1	Rewarded
141.4	1.1	1	ButtonPress
144.8	2	1	Rewarded
150.6	1	1	ButtonPress
157.27	2	1	NonRewarded
162.2	1	1	ButtonPress
169.15	2	1	Rewarded
173.45	1.1	1	ButtonPress
177.55	2	1	Rewarded
181.65	1.1	1	ButtonPress
185.8	2	1	Rewarded
191.4	1.1	1	ButtonPress
197.46	2	1	NonRewarded
203.86	1.1	1	ButtonPress
209.91	2	1	Rewarded
217.51	1.1	1	ButtonPress
221.64	2	1	NonRewarded
226.18	1.1	1	ButtonPress
233.33	2	1	NonRewarded
240.93	1.1	1	ButtonPress
247.68	2	1	Rewarded
253.68	1.1	1	ButtonPress
260.14	2	1	NonRewarded
265.07	1.1	1	ButtonPress
271.54	2	1	Rewarded
277.34	1.1	1	ButtonPress
281.97	2	1	NonRewarded
288.37	1.1	1	ButtonPress
292.84	2	1	Rewarded
299.64	1.1	1	ButtonPress
303.78	2	1	Rewarded
308.18	1.1	1	ButtonPress
311.83	2	1	NonRewarded
317.83	1.1	1	ButtonPress
321.62	2	1	Rewarded
326.42	1.1	1	ButtonPress
334.03	2	1	NonRewarded
339.23	1.1	1	ButtonPress
345.94	2	1	NonRewarded
353.14	1.1	1	ButtonPress
358.78	2	1	Rewarded
363.85	1.1	1	ButtonPress
369.14	2	1	Rewarded
375.34	1.1	1	ButtonPress
379.01	2	1	Rewarded
384.61	1.1	1	ButtonPress
391.92	2	1	Rewarded
395.92	1.1	1	ButtonPress
399.43	2	1	Rewarded
403.63	1.1	1	ButtonPress
411.31	2	1	NonRewarded
415.84	1.1	1	ButtonPress
421.72	2	1	Rewarded
425.82	1	1	ButtonPress
431.89	2	1	Rewarded
436.55	1	1	ButtonPress
440.97	2	1	Rewarded
445.64	1	1	ButtonPress
450.49	2	1	NonRewarded
455.29	1.1	1	ButtonPress
461.73	2	1	Rewarded
468.53	1.1	1	ButtonPress
472.1	2	1	Rewarded
478.9	1.1	1	ButtonPress
484.03	2	1	NonRewarded
489.63	1.1	1	ButtonPress
498.06	2	1	NonRewarded
506.06	1.1	1	ButtonPress
513.35	2	1	Rewarded
517.75	1.1	1	ButtonPress
524.65	2	1	NonRewarded
530.85	1.1	1	ButtonPress
536.34	2	1	NonRewarded
542.34	1.1	1	ButtonPress
548.94	2	1	Rewarded
556.14	1.1	1	ButtonPress
560.88	2	1	Rewarded
565.41	1.1	1	ButtonPress
569.29	2	1	Rewarded
574.09	1.1	1	ButtonPress
580.01	2	1	NonRewarded
587.61	1	1	ButtonPress
592.97	2	1	Rewarded
598.31	1.1	1	ButtonPress
602.71	2	1	NonRewarded
609.91	1.1	1	ButtonPress
617.76	2	1	Rewarded
624.16	1.1	1	ButtonPress
627.66	2	1	NonRewarded
632.06	1.1	1	ButtonPress
636.57	2	1	Rewarded
641.77	1.1	1	ButtonPress
646.87	2	1	NonRewarded
652.34	1.1	1	ButtonPress
659.81	2	1	NonRewarded
665.01	1.1	1	ButtonPress
670.96	2	1	Rewarded
675.36	1.1	1	ButtonPress
680.22	2	1	Rewarded
685.42	1.1	1	ButtonPress
690.68	2	1	Rewarded
696.48	1.1	1	ButtonPress
701.36	2	1	NonRewarded
707.36	1.1	1	ButtonPress
714.64	2	1	Rewarded
719.31	1.1	1	ButtonPress
726.22	2	1	NonRewarded
730.89	1.1	1	ButtonPress
738.6	2	1	NonRewarded
742.9	1	1	ButtonPress
750.99	2	1	NonRewarded
756.59	1.1	1	ButtonPress
761.56	2	1	NonRewarded
765.96	1.1	1	ButtonPress
770.87	2	1	Rewarded
775.94	1.1	1	ButtonPress
780.71	2	1	NonRewarded
785.51	1	1	ButtonPress
790.97	2	1	NonRewarded
796.44	1.1	1	ButtonPress
801.47	2	1	NonRewarded
806.67	1.1	1	ButtonPress
811.78	2	1	NonRewarded
816.58	1.1	1	ButtonPress
822.17	2	1	NonRewarded
828.57	1.1	1	ButtonPress
832.91	2	1	Rewarded
840.11	1.1	1	ButtonPress
843.8	2	1	NonRewarded
849.13	1.1	1	ButtonPress
853.32	2	1	NonRewarded
860.12	1.1	1	ButtonPress
865.59	2	1	NonRewarded
869.99	1.1	1	ButtonPress
878.72	2	1	NonRewarded
883.52	1.1	1	ButtonPress
