filename	acq_time	operator	randstr	MotionExclusion	MeanFD
anat/sub-SAXSISO22s_T2w.nii.gz	2000-01-01T00:00:00	saxe	b0188ec8	False	n/a
anat/sub-SAXSISO22s_T1w.nii.gz	2000-01-01T00:00:01	saxe	4b4ca44c	False	n/a
fmap/sub-SAXSISO22s_run-001_magnitude1.nii.gz	2000-01-01T00:00:02	saxe	4f4dd563	False	n/a
fmap/sub-SAXSISO22s_run-001_magnitude2.nii.gz	2000-01-01T00:00:03	saxe	4f4dd563	False	n/a
fmap/sub-SAXSISO22s_run-001_phasediff.nii.gz	2000-01-01T00:00:04	saxe	23cd1a98	False	n/a
func/sub-SAXSISO22s_task-CIC_run-001_bold.nii.gz	2000-01-01T00:00:05	saxe	dd18a60a	False	0.28820630250684937
func/sub-SAXSISO22s_task-CIC_run-002_bold.nii.gz	2000-01-01T00:00:06	saxe	35e893b4	False	0.21068253941780826
func/sub-SAXSISO22s_task-CIC_run-003_bold.nii.gz	2000-01-01T00:00:07	saxe	25e7e797	False	0.2554697948431507
func/sub-SAXSISO22s_task-CIC_run-004_bold.nii.gz	2000-01-01T00:00:08	saxe	6874050f	False	0.4022848041356165
func/sub-SAXSISO22s_task-CIC_run-005_bold.nii.gz	2000-01-01T00:00:09	saxe	fb412944	False	0.1735136398863014
func/sub-SAXSISO22s_task-CIC_run-006_bold.nii.gz	2000-01-01T00:00:10	saxe	3f4ae535	False	n/a
