onset	duration	weight	trial_type
6.06	2	1	Rewarded
11.52	1.1	1	ButtonPress
15.21	2	1	NonRewarded
20.81	1.1	1	ButtonPress
26.13	2	1	Rewarded
31.33	1.1	1	ButtonPress
37.06	2	1	NonRewarded
44.26	1.1	1	ButtonPress
50.79	2	1	NonRewarded
55.32	1.1	1	ButtonPress
58.82	2	1	NonRewarded
63.22	1.1	1	ButtonPress
67.23	2	1	Rewarded
72.43	1.1	1	ButtonPress
78.56	2	1	NonRewarded
83.36	1.1	1	ButtonPress
89.87	2	1	NonRewarded
95.87	1.1	1	ButtonPress
100.37	2	1	Rewarded
105.57	1.1	1	ButtonPress
110.87	2	1	NonRewarded
114.97	1.1	1	ButtonPress
119.88	2	1	NonRewarded
124.54	1.1	1	ButtonPress
130.65	2	1	NonRewarded
134.85	1.1	1	ButtonPress
139.26	2	1	Rewarded
145.06	1.1	1	ButtonPress
150.76	2	1	NonRewarded
155.56	1.1	1	ButtonPress
159.66	2	1	Rewarded
165.86	1.1	1	ButtonPress
169.47	2	1	NonRewarded
176.27	1.1	1	ButtonPress
179.57	2	1	Rewarded
184.77	1.1	1	ButtonPress
190.46	2	1	NonRewarded
196.06	1.1	1	ButtonPress
200.91	2	1	Rewarded
206.25	1.1	1	ButtonPress
210.33	2	1	NonRewarded
216.33	1.1	1	ButtonPress
220	2	1	Rewarded
224.4	1.1	1	ButtonPress
230.94	2	1	Rewarded
238.14	1.1	1	ButtonPress
242.72	2	1	Rewarded
247.52	1.1	1	ButtonPress
250.92	2	1	NonRewarded
256.92	1.1	1	ButtonPress
261.57	2	1	Rewarded
266.1	1.1	1	ButtonPress
269.81	2	1	NonRewarded
274.88	1.1	1	ButtonPress
278.97	2	1	Rewarded
283.5	1.1	1	ButtonPress
287.22	2	1	NonRewarded
292.28	1.1	1	ButtonPress
299.59	2	1	NonRewarded
304.26	1.1	1	ButtonPress
309.13	2	1	NonRewarded
313.53	1.1	1	ButtonPress
320.8	2	1	NonRewarded
325.6	1.1	1	ButtonPress
329.1	2	1	NonRewarded
335.3	1.1	1	ButtonPress
339.67	2	1	Rewarded
344.87	1.1	1	ButtonPress
348.92	2	1	Rewarded
353.85	1.1	1	ButtonPress
360.73	2	1	NonRewarded
365.93	1.1	1	ButtonPress
371.43	2	1	NonRewarded
379.43	1.1	1	ButtonPress
383.52	2	1	NonRewarded
388.32	1.1	1	ButtonPress
395.19	2	1	NonRewarded
400.79	1.1	1	ButtonPress
405.68	2	1	Rewarded
412.48	1.1	1	ButtonPress
416.95	2	1	NonRewarded
423.35	1	1	ButtonPress
427.49	2	1	Rewarded
435.09	1.1	1	ButtonPress
439.98	2	1	NonRewarded
446.78	1.1	1	ButtonPress
453.13	2	1	Rewarded
460.33	1.1	1	ButtonPress
464.84	2	1	NonRewarded
469.64	1.1	1	ButtonPress
474.49	2	1	Rewarded
478.79	1.1	1	ButtonPress
482.27	2	1	Rewarded
486.57	1.1	1	ButtonPress
490.55	2	1	Rewarded
496.95	1.1	1	ButtonPress
500.78	2	1	NonRewarded
507.18	1.1	1	ButtonPress
511.27	2	1	NonRewarded
516.6	1.1	1	ButtonPress
521.57	2	1	Rewarded
525.77	1.1	1	ButtonPress
530.76	2	1	Rewarded
536.22	1.1	1	ButtonPress
541.02	2	1	Rewarded
546.62	1.1	1	ButtonPress
551.94	2	1	Rewarded
559.54	1.1	1	ButtonPress
566.02	2	1	NonRewarded
571.62	1.1	1	ButtonPress
575.87	2	1	NonRewarded
579.87	1.1	1	ButtonPress
584.34	2	1	Rewarded
591.54	1.1	1	ButtonPress
595.23	2	1	Rewarded
599.63	1.1	1	ButtonPress
603.62	2	1	Rewarded
609.42	1.1	1	ButtonPress
613.63	2	1	NonRewarded
618.29	1.1	1	ButtonPress
624.35	2	1	NonRewarded
630.15	1.1	1	ButtonPress
634.64	2	1	Rewarded
641.44	1.1	1	ButtonPress
645.9	2	1	Rewarded
652.3	1.1	1	ButtonPress
655.72	2	1	Rewarded
659.82	1.1	1	ButtonPress
663.44	2	1	Rewarded
668.1	1.1	1	ButtonPress
673.47	2	1	Rewarded
678.53	1.1	1	ButtonPress
682.93	2	1	NonRewarded
686.93	1.1	1	ButtonPress
693.82	2	1	Rewarded
700.62	1.1	1	ButtonPress
705.16	2	1	NonRewarded
709.56	1	1	ButtonPress
714.95	2	1	NonRewarded
719.35	1	1	ButtonPress
723.26	2	1	Rewarded
731.26	1.1	1	ButtonPress
737.38	2	1	Rewarded
742.58	1.1	1	ButtonPress
746.45	2	1	Rewarded
754.05	1.1	1	ButtonPress
757.68	2	1	Rewarded
762.61	1.1	1	ButtonPress
767.75	2	1	NonRewarded
774.95	1	1	ButtonPress
778.54	2	1	Rewarded
783.47	1	1	ButtonPress
789.86	2	1	Rewarded
794.16	1.1	1	ButtonPress
799.47	2	1	NonRewarded
805.07	1.1	1	ButtonPress
809.14	2	1	NonRewarded
815.14	1.1	1	ButtonPress
820.82	2	1	NonRewarded
825.62	1.1	1	ButtonPress
