filename	acq_time	operator	randstr	MotionExclusion	MeanFD
anat/sub-SAXSISO24f_T2w.nii.gz	2000-01-01T00:00:00	saxe	08d952eb	False	n/a
anat/sub-SAXSISO24f_T1w.nii.gz	2000-01-01T00:00:01	saxe	bb86b0e9	False	n/a
fmap/sub-SAXSISO24f_run-001_magnitude1.nii.gz	2000-01-01T00:00:02	saxe	e9588008	False	n/a
fmap/sub-SAXSISO24f_run-001_magnitude2.nii.gz	2000-01-01T00:00:03	saxe	e9588008	False	n/a
fmap/sub-SAXSISO24f_run-001_phasediff.nii.gz	2000-01-01T00:00:04	saxe	09040479	False	n/a
func/sub-SAXSISO24f_task-CIC_run-001_bold.nii.gz	2000-01-01T00:00:05	saxe	b94a03bc	False	0.1573502675
func/sub-SAXSISO24f_task-CIC_run-002_bold.nii.gz	2000-01-01T00:00:06	saxe	0d4a2901	False	0.1327010511769863
func/sub-SAXSISO24f_task-CIC_run-003_bold.nii.gz	2000-01-01T00:00:07	saxe	b218ce21	False	0.13060163518849313
func/sub-SAXSISO24f_task-CIC_run-004_bold.nii.gz	2000-01-01T00:00:08	saxe	de067074	False	0.1464870511910959
func/sub-SAXSISO24f_task-CIC_run-005_bold.nii.gz	2000-01-01T00:00:09	saxe	6aeb9f17	False	0.14738520598630134
func/sub-SAXSISO24f_task-CIC_run-006_bold.nii.gz	2000-01-01T00:00:10	saxe	83de0d8b	False	0.13735355799315066
