onset	duration	weight	trial_type
6.05	2	1	NonRewarded
11.65	1.1	1	ButtonPress
15.75	2	1	NonRewarded
23.75	1.1	1	ButtonPress
27.05	2	1	NonRewarded
31.05	1.1	1	ButtonPress
36.7	2	1	NonRewarded
41.76	1.1	1	ButtonPress
48.27	2	1	NonRewarded
53.87	1.1	1	ButtonPress
57.93	2	1	Rewarded
62.73	1.1	1	ButtonPress
68.01	2	1	Rewarded
73.21	1.1	1	ButtonPress
78.33	2	1	Rewarded
85.13	1.1	1	ButtonPress
89.33	2	1	Rewarded
94.26	1.1	1	ButtonPress
99.95	2	1	NonRewarded
107.15	1.1	1	ButtonPress
111.1	2	1	Rewarded
116.3	1	1	ButtonPress
120.19	2	1	Rewarded
124.49	1	1	ButtonPress
129.29	2	1	Rewarded
133.49	1.1	1	ButtonPress
136.92	2	1	Rewarded
142.72	1	1	ButtonPress
148.74	2	1	NonRewarded
153.67	1	1	ButtonPress
158.34	2	1	Rewarded
162.64	1	1	ButtonPress
166.66	2	1	Rewarded
170.76	1	1	ButtonPress
174.79	2	1	Rewarded
180.39	1	1	ButtonPress
185.58	2	1	NonRewarded
191.98	1.1	1	ButtonPress
195.64	2	1	Rewarded
203.24	1.1	1	ButtonPress
207.33	2	1	NonRewarded
211.87	1.1	1	ButtonPress
218.33	2	1	NonRewarded
225.93	1.1	1	ButtonPress
230.39	2	1	Rewarded
236.39	1	1	ButtonPress
242.74	2	1	NonRewarded
247.68	1	1	ButtonPress
254.05	2	1	Rewarded
259.85	1	1	ButtonPress
264.38	2	1	NonRewarded
270.78	1	1	ButtonPress
275.16	2	1	Rewarded
281.96	1	1	ButtonPress
285.95	2	1	Rewarded
290.35	1	1	ButtonPress
293.81	2	1	NonRewarded
299.81	1	1	ButtonPress
303.39	2	1	Rewarded
308.19	1	1	ButtonPress
314.98	2	1	NonRewarded
320.18	1	1	ButtonPress
323.86	2	1	NonRewarded
331.06	1.1	1	ButtonPress
334.42	2	1	Rewarded
339.49	1.1	1	ButtonPress
344.78	2	1	Rewarded
350.98	1.1	1	ButtonPress
354.63	2	1	Rewarded
360.23	1.1	1	ButtonPress
367.55	2	1	Rewarded
371.55	1.1	1	ButtonPress
375.05	2	1	Rewarded
379.25	1.1	1	ButtonPress
386.13	2	1	NonRewarded
390.66	1.1	1	ButtonPress
395.53	2	1	Rewarded
399.63	1.1	1	ButtonPress
405.72	2	1	Rewarded
410.38	1.1	1	ButtonPress
414.9	2	1	Rewarded
419.56	1.1	1	ButtonPress
423.74	2	1	NonRewarded
428.54	1	1	ButtonPress
433.91	2	1	Rewarded
440.71	1	1	ButtonPress
444.18	2	1	Rewarded
450.98	1	1	ButtonPress
455.29	2	1	NonRewarded
460.89	1	1	ButtonPress
466.24	2	1	NonRewarded
474.24	1	1	ButtonPress
479.21	2	1	Rewarded
483.61	1	1	ButtonPress
489.6	2	1	NonRewarded
495.8	1.1	1	ButtonPress
500.28	2	1	NonRewarded
506.28	1.1	1	ButtonPress
512.8	2	1	Rewarded
520	1.1	1	ButtonPress
524.77	2	1	Rewarded
529.3	1.1	1	ButtonPress
533.2	2	1	Rewarded
538	1.1	1	ButtonPress
543.15	2	1	NonRewarded
550.75	1.1	1	ButtonPress
555.22	2	1	Rewarded
560.55	1.1	1	ButtonPress
564.14	2	1	NonRewarded
571.34	1.1	1	ButtonPress
578.24	2	1	Rewarded
584.64	1	1	ButtonPress
588.03	2	1	NonRewarded
592.43	1	1	ButtonPress
596.82	2	1	Rewarded
602.02	1	1	ButtonPress
606.3	2	1	NonRewarded
611.77	1	1	ButtonPress
616.12	2	1	NonRewarded
621.32	1.1	1	ButtonPress
625.11	2	1	Rewarded
629.51	1.1	1	ButtonPress
634.36	2	1	Rewarded
639.56	1.1	1	ButtonPress
644.82	2	1	Rewarded
650.62	1.1	1	ButtonPress
655.51	2	1	NonRewarded
661.51	1.1	1	ButtonPress
668.78	2	1	Rewarded
673.44	1.1	1	ButtonPress
679.57	2	1	NonRewarded
684.23	1.1	1	ButtonPress
690.29	2	1	NonRewarded
694.59	1.1	1	ButtonPress
699.64	2	1	NonRewarded
705.24	1.1	1	ButtonPress
709.16	2	1	NonRewarded
713.56	1.1	1	ButtonPress
718.42	2	1	Rewarded
723.49	1.1	1	ButtonPress
727.47	2	1	NonRewarded
732.27	1.1	1	ButtonPress
736.06	2	1	NonRewarded
741.53	1.1	1	ButtonPress
745.63	2	1	NonRewarded
750.83	1.1	1	ButtonPress
755.16	2	1	NonRewarded
759.96	1.1	1	ButtonPress
764.54	2	1	NonRewarded
770.94	1.1	1	ButtonPress
775.27	2	1	Rewarded
782.47	1.1	1	ButtonPress
786.16	2	1	NonRewarded
791.49	1.1	1	ButtonPress
795.69	2	1	NonRewarded
802.49	1.1	1	ButtonPress
807.23	2	1	NonRewarded
811.63	1.1	1	ButtonPress
817.31	2	1	NonRewarded
822.11	1.1	1	ButtonPress
