onset	duration	weight	trial_type
6.75	2	1	NonRewarded
12.35	1.1	1	ButtonPress
19.48	2	1	NonRewarded
27.48	1.1	1	ButtonPress
32.42	2	1	NonRewarded
36.42	1.1	1	ButtonPress
44.28	2	1	NonRewarded
49.35	1.1	1	ButtonPress
55.83	2	1	NonRewarded
61.43	1.1	1	ButtonPress
65.5	2	1	Rewarded
70.3	1.1	1	ButtonPress
75.59	2	1	Rewarded
80.79	1.1	1	ButtonPress
85.91	2	1	Rewarded
92.71	1.1	1	ButtonPress
96.92	2	1	Rewarded
101.85	1.1	1	ButtonPress
107.57	2	1	NonRewarded
114.77	1.1	1	ButtonPress
118.69	2	1	Rewarded
123.89	1.1	1	ButtonPress
127.86	2	1	Rewarded
132.16	1.1	1	ButtonPress
137.03	2	1	Rewarded
141.23	1.1	1	ButtonPress
144.62	2	1	Rewarded
150.42	1	1	ButtonPress
157.12	2	1	NonRewarded
162.05	1	1	ButtonPress
168.97	2	1	Rewarded
173.27	1	1	ButtonPress
177.26	2	1	Rewarded
181.36	1	1	ButtonPress
185.37	2	1	Rewarded
190.97	1.1	1	ButtonPress
196.96	2	1	NonRewarded
203.36	1.1	1	ButtonPress
209.32	2	1	Rewarded
216.92	1.1	1	ButtonPress
221	2	1	NonRewarded
225.54	1.1	1	ButtonPress
232.67	2	1	NonRewarded
240.27	1.1	1	ButtonPress
247.02	2	1	Rewarded
253.02	1.1	1	ButtonPress
259.48	2	1	NonRewarded
264.41	1.1	1	ButtonPress
270.85	2	1	Rewarded
276.65	1.1	1	ButtonPress
281.28	2	1	NonRewarded
287.68	1.1	1	ButtonPress
292.15	2	1	Rewarded
298.95	1	1	ButtonPress
302.96	2	1	Rewarded
307.36	1	1	ButtonPress
310.85	2	1	NonRewarded
316.85	1	1	ButtonPress
320.42	2	1	Rewarded
325.22	1	1	ButtonPress
332.68	2	1	NonRewarded
337.88	1	1	ButtonPress
344.47	2	1	NonRewarded
351.67	1	1	ButtonPress
357.24	2	1	Rewarded
362.31	1	1	ButtonPress
367.48	2	1	Rewarded
373.68	1	1	ButtonPress
377.24	2	1	Rewarded
382.84	1	1	ButtonPress
390.04	2	1	Rewarded
394.04	1	1	ButtonPress
397.48	2	1	Rewarded
401.68	1.1	1	ButtonPress
409.43	2	1	NonRewarded
413.96	1.1	1	ButtonPress
419.8	2	1	Rewarded
423.9	1.1	1	ButtonPress
430.02	2	1	Rewarded
434.68	1	1	ButtonPress
439.16	2	1	Rewarded
443.83	1	1	ButtonPress
448.72	2	1	NonRewarded
453.52	1	1	ButtonPress
459.84	2	1	Rewarded
466.64	1	1	ButtonPress
470.12	2	1	Rewarded
476.92	1	1	ButtonPress
481.92	2	1	NonRewarded
487.52	1	1	ButtonPress
495.89	2	1	NonRewarded
503.89	1.1	1	ButtonPress
511.16	2	1	Rewarded
515.56	1.1	1	ButtonPress
522.5	2	1	NonRewarded
528.7	1.1	1	ButtonPress
534.14	2	1	NonRewarded
540.14	1.1	1	ButtonPress
546.66	2	1	Rewarded
553.86	1.1	1	ButtonPress
558.63	2	1	Rewarded
563.17	1.1	1	ButtonPress
567.07	2	1	Rewarded
571.87	1.1	1	ButtonPress
577.78	2	1	NonRewarded
585.38	1.1	1	ButtonPress
590.82	2	1	Rewarded
596.15	1.1	1	ButtonPress
600.55	2	1	NonRewarded
607.75	1.1	1	ButtonPress
615.57	2	1	Rewarded
621.97	1.1	1	ButtonPress
625.46	2	1	NonRewarded
629.86	1.1	1	ButtonPress
634.33	2	1	Rewarded
639.53	1.1	1	ButtonPress
644.61	2	1	NonRewarded
650.08	1.1	1	ButtonPress
657.5	2	1	NonRewarded
662.7	1.1	1	ButtonPress
668.65	2	1	Rewarded
673.05	1.1	1	ButtonPress
677.89	2	1	Rewarded
683.09	1.1	1	ButtonPress
688.35	2	1	Rewarded
694.15	1.1	1	ButtonPress
699.04	2	1	NonRewarded
705.04	1.1	1	ButtonPress
712.31	2	1	Rewarded
716.98	1.1	1	ButtonPress
723.86	2	1	NonRewarded
728.52	1.1	1	ButtonPress
736.24	2	1	NonRewarded
740.54	1.1	1	ButtonPress
748.65	2	1	NonRewarded
754.25	1	1	ButtonPress
759.04	2	1	NonRewarded
763.44	1	1	ButtonPress
768.2	2	1	Rewarded
773.27	1.1	1	ButtonPress
778.08	2	1	NonRewarded
782.88	1	1	ButtonPress
788.35	2	1	NonRewarded
793.82	1	1	ButtonPress
798.74	2	1	NonRewarded
803.94	1	1	ButtonPress
808.94	2	1	NonRewarded
813.74	1.1	1	ButtonPress
819.29	2	1	NonRewarded
825.69	1.1	1	ButtonPress
830.01	2	1	Rewarded
837.21	1.1	1	ButtonPress
840.92	2	1	NonRewarded
846.25	1.1	1	ButtonPress
850.44	2	1	NonRewarded
857.24	1.1	1	ButtonPress
862.67	2	1	NonRewarded
867.07	1.1	1	ButtonPress
875.7	2	1	NonRewarded
880.5	1	1	ButtonPress
