onset	duration	weight	trial_type
6.29	2	1	NonRewarded
11.89	1.1	1	ButtonPress
16.81	2	1	NonRewarded
24.81	1.1	1	ButtonPress
28.64	2	1	NonRewarded
32.64	1.1	1	ButtonPress
38.31	2	1	NonRewarded
43.38	1.1	1	ButtonPress
49.83	2	1	NonRewarded
55.43	1.1	1	ButtonPress
59.52	2	1	Rewarded
64.32	1.1	1	ButtonPress
69.59	2	1	Rewarded
74.79	1.1	1	ButtonPress
79.91	2	1	Rewarded
86.71	1.1	1	ButtonPress
90.93	2	1	Rewarded
95.86	1.1	1	ButtonPress
101.56	2	1	NonRewarded
108.76	1.1	1	ButtonPress
112.69	2	1	Rewarded
117.89	1.1	1	ButtonPress
121.87	2	1	Rewarded
126.17	1.1	1	ButtonPress
131.04	2	1	Rewarded
135.24	1.1	1	ButtonPress
138.66	2	1	Rewarded
144.46	1.1	1	ButtonPress
150.78	2	1	NonRewarded
155.71	1	1	ButtonPress
161.03	2	1	Rewarded
165.33	1.1	1	ButtonPress
169.4	2	1	Rewarded
173.5	1.1	1	ButtonPress
177.62	2	1	Rewarded
183.22	1	1	ButtonPress
188.64	2	1	NonRewarded
195.04	1	1	ButtonPress
199.29	2	1	Rewarded
206.89	1.1	1	ButtonPress
211.05	2	1	NonRewarded
215.59	1.1	1	ButtonPress
222.44	2	1	NonRewarded
230.04	1.1	1	ButtonPress
235.17	2	1	Rewarded
241.17	1.1	1	ButtonPress
247.64	2	1	NonRewarded
252.57	1.1	1	ButtonPress
259.06	2	1	Rewarded
264.86	1.1	1	ButtonPress
269.48	2	1	NonRewarded
275.88	1.1	1	ButtonPress
280.36	2	1	Rewarded
287.16	1.1	1	ButtonPress
291.25	2	1	Rewarded
295.65	1.1	1	ButtonPress
299.21	2	1	NonRewarded
305.21	1.1	1	ButtonPress
308.87	2	1	Rewarded
313.67	1.1	1	ButtonPress
320.58	2	1	NonRewarded
325.78	1.1	1	ButtonPress
329.78	2	1	NonRewarded
336.98	1.1	1	ButtonPress
341.02	2	1	Rewarded
346.09	1.1	1	ButtonPress
351.37	2	1	Rewarded
357.57	1.1	1	ButtonPress
361.23	2	1	Rewarded
366.83	1.1	1	ButtonPress
374.15	2	1	Rewarded
378.15	1.1	1	ButtonPress
381.65	2	1	Rewarded
385.85	1.1	1	ButtonPress
392.86	2	1	NonRewarded
397.39	1.1	1	ButtonPress
402.82	2	1	Rewarded
406.92	1.1	1	ButtonPress
413.01	2	1	Rewarded
417.68	1.1	1	ButtonPress
422.19	2	1	Rewarded
426.86	1.1	1	ButtonPress
431.21	2	1	NonRewarded
436.01	1.1	1	ButtonPress
442.04	2	1	Rewarded
448.84	1.1	1	ButtonPress
452.47	2	1	Rewarded
459.27	1.1	1	ButtonPress
463.9	2	1	NonRewarded
469.5	1.1	1	ButtonPress
475.65	2	1	NonRewarded
483.65	1.1	1	ButtonPress
488.72	2	1	Rewarded
493.12	1.1	1	ButtonPress
499.37	2	1	NonRewarded
505.57	1.1	1	ButtonPress
510.58	2	1	NonRewarded
516.58	1.1	1	ButtonPress
523.1	2	1	Rewarded
530.3	1.1	1	ButtonPress
535.07	2	1	Rewarded
539.6	1.1	1	ButtonPress
543.53	2	1	Rewarded
548.33	1.1	1	ButtonPress
553.62	2	1	NonRewarded
561.22	1.1	1	ButtonPress
566.22	2	1	Rewarded
571.56	1.1	1	ButtonPress
575.27	2	1	NonRewarded
582.47	1.1	1	ButtonPress
589.88	2	1	Rewarded
596.28	1.1	1	ButtonPress
599.76	2	1	NonRewarded
604.16	1.1	1	ButtonPress
608.62	2	1	Rewarded
613.82	1.1	1	ButtonPress
618.4	2	1	NonRewarded
623.87	1.1	1	ButtonPress
629.03	2	1	NonRewarded
634.23	1.1	1	ButtonPress
638.01	2	1	Rewarded
642.41	1.1	1	ButtonPress
647.26	2	1	Rewarded
652.46	1.1	1	ButtonPress
657.72	2	1	Rewarded
663.52	1.1	1	ButtonPress
668.49	2	1	NonRewarded
674.49	1.1	1	ButtonPress
681.93	2	1	Rewarded
686.6	1.1	1	ButtonPress
692.87	2	1	NonRewarded
697.54	1.1	1	ButtonPress
704.38	2	1	NonRewarded
708.68	1.1	1	ButtonPress
714.57	2	1	NonRewarded
720.17	1.1	1	ButtonPress
724.65	2	1	NonRewarded
729.05	1.1	1	ButtonPress
733.92	2	1	Rewarded
738.99	1.1	1	ButtonPress
743.13	2	1	NonRewarded
747.93	1.1	1	ButtonPress
752.43	2	1	NonRewarded
757.9	1.1	1	ButtonPress
762.57	2	1	NonRewarded
767.77	1.1	1	ButtonPress
772.42	2	1	NonRewarded
777.22	1.1	1	ButtonPress
782.33	2	1	NonRewarded
788.73	1.1	1	ButtonPress
793.07	2	1	Rewarded
800.27	1.1	1	ButtonPress
803.95	2	1	NonRewarded
809.28	1.1	1	ButtonPress
813.47	2	1	NonRewarded
820.27	1.1	1	ButtonPress
825.22	2	1	NonRewarded
829.62	1.1	1	ButtonPress
835.94	2	1	NonRewarded
840.74	1.1	1	ButtonPress
