onset	duration	weight	trial_type
6.04	2	1	Rewarded
11.11	1.1	1	ButtonPress
17.81	2	1	NonRewarded
22.48	1.1	1	ButtonPress
27.49	2	1	NonRewarded
32.69	1.1	1	ButtonPress
40.5	2	1	NonRewarded
45.3	1.1	1	ButtonPress
50.55	2	1	Rewarded
56.75	1.1	1	ButtonPress
60.46	2	1	NonRewarded
66.46	1.1	1	ButtonPress
70.66	2	1	NonRewarded
75.86	1.1	1	ButtonPress
82.94	2	1	NonRewarded
87.34	1.1	1	ButtonPress
92.62	2	1	NonRewarded
100.62	1.1	1	ButtonPress
105.62	2	1	Rewarded
111.42	1.1	1	ButtonPress
117.52	2	1	Rewarded
121.92	1.1	1	ButtonPress
127.01	2	1	Rewarded
133.41	1.1	1	ButtonPress
137.35	2	1	Rewarded
141.75	1.1	1	ButtonPress
145.25	2	1	Rewarded
152.85	1.1	1	ButtonPress
158.35	2	1	Rewarded
163.15	1.1	1	ButtonPress
167.63	2	1	NonRewarded
172.43	1.1	1	ButtonPress
179.7	2	1	NonRewarded
184.5	1.1	1	ButtonPress
189.37	2	1	Rewarded
196.97	1.1	1	ButtonPress
200.79	2	1	Rewarded
205.72	1.1	1	ButtonPress
209.92	2	1	NonRewarded
215.12	1.1	1	ButtonPress
221.26	2	1	NonRewarded
225.93	1.1	1	ButtonPress
230.41	2	1	Rewarded
234.61	1.1	1	ButtonPress
239.71	2	1	Rewarded
245.51	1.1	1	ButtonPress
249.57	2	1	NonRewarded
253.97	1.1	1	ButtonPress
257.66	2	1	Rewarded
264.06	1.1	1	ButtonPress
269.35	2	1	NonRewarded
274.69	1.1	1	ButtonPress
280.75	2	1	Rewarded
286.35	1.1	1	ButtonPress
293.24	2	1	Rewarded
300.44	1.1	1	ButtonPress
306.65	2	1	NonRewarded
313.85	1.1	1	ButtonPress
318.09	2	1	NonRewarded
323.69	1.1	1	ButtonPress
328.51	2	1	NonRewarded
333.71	1.1	1	ButtonPress
338.03	2	1	Rewarded
344.43	1.1	1	ButtonPress
348.84	2	1	Rewarded
354.84	1.1	1	ButtonPress
361.73	2	1	NonRewarded
367.19	1.1	1	ButtonPress
372.07	2	1	NonRewarded
377.87	1.1	1	ButtonPress
384.88	2	1	Rewarded
392.08	1.1	1	ButtonPress
398.57	2	1	Rewarded
403.37	1.1	1	ButtonPress
407.9	2	1	NonRewarded
415.1	1.1	1	ButtonPress
420.06	2	1	NonRewarded
428.06	1.1	1	ButtonPress
433.1	2	1	Rewarded
437.1	1.1	1	ButtonPress
441.46	2	1	Rewarded
447.06	1.1	1	ButtonPress
453.72	2	1	NonRewarded
460.52	1.1	1	ButtonPress
465.45	2	1	NonRewarded
470.11	1.1	1	ButtonPress
474.63	2	1	Rewarded
480.23	1.1	1	ButtonPress
486.62	2	1	Rewarded
491.82	1.1	1	ButtonPress
496.34	2	1	Rewarded
501.54	1.1	1	ButtonPress
505.44	2	1	NonRewarded
511.04	1.1	1	ButtonPress
517.69	2	1	Rewarded
521.99	1.1	1	ButtonPress
526.28	2	1	Rewarded
533.08	1.1	1	ButtonPress
537.32	2	1	NonRewarded
542.12	1	1	ButtonPress
547.14	2	1	NonRewarded
553.14	1.1	1	ButtonPress
556.87	2	1	NonRewarded
560.97	1	1	ButtonPress
567.55	2	1	NonRewarded
573.55	1	1	ButtonPress
578.23	2	1	Rewarded
585.83	1	1	ButtonPress
589.06	2	1	NonRewarded
593.86	1	1	ButtonPress
598.79	2	1	Rewarded
602.79	1	1	ButtonPress
606.99	2	1	NonRewarded
612.06	1.1	1	ButtonPress
616.36	2	1	NonRewarded
620.89	1.1	1	ButtonPress
624.72	2	1	Rewarded
629.25	1.1	1	ButtonPress
632.51	2	1	Rewarded
636.61	1.1	1	ButtonPress
640.96	2	1	Rewarded
645.89	1.1	1	ButtonPress
651.35	2	1	Rewarded
655.88	1.1	1	ButtonPress
659.99	2	1	NonRewarded
664.66	1.1	1	ButtonPress
670.49	2	1	NonRewarded
677.29	1.1	1	ButtonPress
683.16	2	1	NonRewarded
687.46	1.1	1	ButtonPress
693.19	2	1	Rewarded
698.79	1.1	1	ButtonPress
703.72	2	1	Rewarded
710.52	1.1	1	ButtonPress
715.16	2	1	NonRewarded
719.56	1.1	1	ButtonPress
723.76	2	1	NonRewarded
729.1	1.1	1	ButtonPress
734.64	2	1	Rewarded
739.04	1.1	1	ButtonPress
743.5	2	1	NonRewarded
747.8	1.1	1	ButtonPress
754.6	2	1	NonRewarded
760.07	1.1	1	ButtonPress
764.58	2	1	Rewarded
769.78	1.1	1	ButtonPress
773.63	2	1	Rewarded
777.83	1.1	1	ButtonPress
783.55	2	1	Rewarded
790.35	1.1	1	ButtonPress
794.33	2	1	Rewarded
799.26	1.1	1	ButtonPress
803.35	2	1	Rewarded
810.55	1.1	1	ButtonPress
814.03	2	1	NonRewarded
820.43	1.1	1	ButtonPress
824.05	2	1	NonRewarded
829.12	1.1	1	ButtonPress
833.77	2	1	NonRewarded
839.97	1.1	1	ButtonPress
