onset	duration	weight	trial_type
6.79	2	1	NonRewarded
12.39	1.1	1	ButtonPress
19.67	2	1	NonRewarded
27.67	1.1	1	ButtonPress
32.68	2	1	NonRewarded
36.68	1.1	1	ButtonPress
44.59	2	1	NonRewarded
49.66	1.1	1	ButtonPress
56.11	2	1	NonRewarded
61.71	1.1	1	ButtonPress
65.79	2	1	Rewarded
70.59	1.1	1	ButtonPress
75.91	2	1	Rewarded
81.11	1.1	1	ButtonPress
86.24	2	1	Rewarded
93.04	1.1	1	ButtonPress
97.29	2	1	Rewarded
102.22	1.1	1	ButtonPress
108	2	1	NonRewarded
115.2	1.1	1	ButtonPress
119.23	2	1	Rewarded
124.43	1	1	ButtonPress
128.32	2	1	Rewarded
132.62	1.1	1	ButtonPress
137.48	2	1	Rewarded
141.68	1.1	1	ButtonPress
145.1	2	1	Rewarded
150.9	1	1	ButtonPress
157.61	2	1	NonRewarded
162.54	1	1	ButtonPress
169.55	2	1	Rewarded
173.85	1	1	ButtonPress
177.88	2	1	Rewarded
181.98	1	1	ButtonPress
186.01	2	1	Rewarded
191.61	1	1	ButtonPress
197.5	2	1	NonRewarded
203.9	1	1	ButtonPress
209.86	2	1	Rewarded
217.46	1.1	1	ButtonPress
221.64	2	1	NonRewarded
226.17	1.1	1	ButtonPress
233.41	2	1	NonRewarded
241.01	1	1	ButtonPress
247.73	2	1	Rewarded
253.73	1	1	ButtonPress
260.09	2	1	NonRewarded
265.02	1	1	ButtonPress
271.4	2	1	Rewarded
277.2	1.1	1	ButtonPress
281.84	2	1	NonRewarded
288.24	1.1	1	ButtonPress
292.72	2	1	Rewarded
299.52	1.1	1	ButtonPress
303.64	2	1	Rewarded
308.04	1.1	1	ButtonPress
311.65	2	1	NonRewarded
317.65	1.1	1	ButtonPress
321.34	2	1	Rewarded
326.14	1.1	1	ButtonPress
333.81	2	1	NonRewarded
339.01	1.1	1	ButtonPress
345.82	2	1	NonRewarded
353.02	1.1	1	ButtonPress
358.71	2	1	Rewarded
363.78	1.1	1	ButtonPress
369.07	2	1	Rewarded
375.27	1.1	1	ButtonPress
378.94	2	1	Rewarded
384.54	1.1	1	ButtonPress
391.84	2	1	Rewarded
395.84	1.1	1	ButtonPress
399.33	2	1	Rewarded
403.53	1	1	ButtonPress
411.1	2	1	NonRewarded
415.63	1	1	ButtonPress
421.45	2	1	Rewarded
425.55	1.1	1	ButtonPress
431.7	2	1	Rewarded
436.37	1.1	1	ButtonPress
440.94	2	1	Rewarded
445.61	1.1	1	ButtonPress
450.67	2	1	NonRewarded
455.47	1.1	1	ButtonPress
461.94	2	1	Rewarded
468.74	1.1	1	ButtonPress
472.32	2	1	Rewarded
479.12	1.1	1	ButtonPress
484.25	2	1	NonRewarded
489.85	1	1	ButtonPress
498.27	2	1	NonRewarded
506.27	1	1	ButtonPress
513.49	2	1	Rewarded
517.89	1.1	1	ButtonPress
524.82	2	1	NonRewarded
531.02	1.1	1	ButtonPress
536.5	2	1	NonRewarded
542.5	1.1	1	ButtonPress
549.07	2	1	Rewarded
556.27	1.1	1	ButtonPress
561.11	2	1	Rewarded
565.65	1.1	1	ButtonPress
569.57	2	1	Rewarded
574.37	1.1	1	ButtonPress
580.29	2	1	NonRewarded
587.89	1.1	1	ButtonPress
593.33	2	1	Rewarded
598.66	1.1	1	ButtonPress
603.01	2	1	NonRewarded
610.21	1.1	1	ButtonPress
618.08	2	1	Rewarded
624.48	1.1	1	ButtonPress
627.98	2	1	NonRewarded
632.38	1.1	1	ButtonPress
636.85	2	1	Rewarded
642.05	1.1	1	ButtonPress
647.17	2	1	NonRewarded
652.64	1.1	1	ButtonPress
660.21	2	1	NonRewarded
665.41	1.1	1	ButtonPress
671.52	2	1	Rewarded
675.92	1.1	1	ButtonPress
680.8	2	1	Rewarded
686	1.1	1	ButtonPress
691.28	2	1	Rewarded
697.08	1.1	1	ButtonPress
701.96	2	1	NonRewarded
707.96	1.1	1	ButtonPress
715.24	2	1	Rewarded
719.91	1	1	ButtonPress
726.72	2	1	NonRewarded
731.39	1	1	ButtonPress
739.08	2	1	NonRewarded
743.38	1	1	ButtonPress
751.46	2	1	NonRewarded
757.06	1.1	1	ButtonPress
762.01	2	1	NonRewarded
766.41	1.1	1	ButtonPress
771.33	2	1	Rewarded
776.4	1.1	1	ButtonPress
781.32	2	1	NonRewarded
786.12	1.1	1	ButtonPress
791.74	2	1	NonRewarded
797.21	1.1	1	ButtonPress
802.24	2	1	NonRewarded
807.44	1.1	1	ButtonPress
812.58	2	1	NonRewarded
817.38	1.1	1	ButtonPress
822.93	2	1	NonRewarded
829.33	1.1	1	ButtonPress
833.68	2	1	Rewarded
840.88	1.1	1	ButtonPress
844.56	2	1	NonRewarded
849.9	1.1	1	ButtonPress
854.1	2	1	NonRewarded
860.9	1.1	1	ButtonPress
866.33	2	1	NonRewarded
870.73	1.1	1	ButtonPress
879.44	2	1	NonRewarded
884.24	1.1	1	ButtonPress
