onset	duration	weight	trial_type
6.06	2	1	NonRewarded
11.66	1.1	1	ButtonPress
15.77	2	1	NonRewarded
23.77	1.1	1	ButtonPress
27.08	2	1	NonRewarded
31.08	1.1	1	ButtonPress
36.75	2	1	NonRewarded
41.82	1.1	1	ButtonPress
48.31	2	1	NonRewarded
53.91	1.1	1	ButtonPress
57.99	2	1	Rewarded
62.79	1.1	1	ButtonPress
68.07	2	1	Rewarded
73.27	1.1	1	ButtonPress
78.37	2	1	Rewarded
85.17	1.1	1	ButtonPress
89.38	2	1	Rewarded
94.31	1.1	1	ButtonPress
100	2	1	NonRewarded
107.2	1.1	1	ButtonPress
111.18	2	1	Rewarded
116.38	1	1	ButtonPress
120.25	2	1	Rewarded
124.55	1	1	ButtonPress
129.32	2	1	Rewarded
133.52	1.1	1	ButtonPress
136.92	2	1	Rewarded
142.72	1.1	1	ButtonPress
148.82	2	1	NonRewarded
153.75	1.1	1	ButtonPress
158.51	2	1	Rewarded
162.81	1.1	1	ButtonPress
166.9	2	1	Rewarded
171	1.1	1	ButtonPress
175.12	2	1	Rewarded
180.72	1.1	1	ButtonPress
186.01	2	1	NonRewarded
192.41	1.1	1	ButtonPress
196.12	2	1	Rewarded
203.72	1.1	1	ButtonPress
207.83	2	1	NonRewarded
212.36	1.1	1	ButtonPress
218.84	2	1	NonRewarded
226.44	1	1	ButtonPress
230.82	2	1	Rewarded
236.82	1	1	ButtonPress
243.18	2	1	NonRewarded
248.11	1	1	ButtonPress
254.51	2	1	Rewarded
260.31	1	1	ButtonPress
264.83	2	1	NonRewarded
271.23	1	1	ButtonPress
275.63	2	1	Rewarded
282.43	1	1	ButtonPress
286.41	2	1	Rewarded
290.81	1	1	ButtonPress
294.29	2	1	NonRewarded
300.29	1	1	ButtonPress
303.88	2	1	Rewarded
308.68	1.1	1	ButtonPress
315.56	2	1	NonRewarded
320.76	1.1	1	ButtonPress
324.55	2	1	NonRewarded
331.75	1.1	1	ButtonPress
335.14	2	1	Rewarded
340.21	1.1	1	ButtonPress
345.49	2	1	Rewarded
351.69	1.1	1	ButtonPress
355.35	2	1	Rewarded
360.95	1.1	1	ButtonPress
368.23	2	1	Rewarded
372.23	1.1	1	ButtonPress
375.72	2	1	Rewarded
379.92	1.1	1	ButtonPress
386.83	2	1	NonRewarded
391.36	1.1	1	ButtonPress
396.27	2	1	Rewarded
400.37	1.1	1	ButtonPress
406.46	2	1	Rewarded
411.13	1.1	1	ButtonPress
415.62	2	1	Rewarded
420.29	1	1	ButtonPress
424.37	2	1	NonRewarded
429.17	1	1	ButtonPress
434.59	2	1	Rewarded
441.39	1	1	ButtonPress
444.87	2	1	Rewarded
451.67	1	1	ButtonPress
455.96	2	1	NonRewarded
461.56	1	1	ButtonPress
466.93	2	1	NonRewarded
474.93	1	1	ButtonPress
479.92	2	1	Rewarded
484.32	1	1	ButtonPress
490.33	2	1	NonRewarded
496.53	1	1	ButtonPress
500.95	2	1	NonRewarded
506.95	1	1	ButtonPress
513.41	2	1	Rewarded
520.61	1	1	ButtonPress
525.27	2	1	Rewarded
529.8	1	1	ButtonPress
533.62	2	1	Rewarded
538.42	1	1	ButtonPress
543.47	2	1	NonRewarded
551.07	1	1	ButtonPress
555.49	2	1	Rewarded
560.82	1	1	ButtonPress
564.3	2	1	NonRewarded
571.5	1	1	ButtonPress
578.32	2	1	Rewarded
584.72	1	1	ButtonPress
588.12	2	1	NonRewarded
592.52	1	1	ButtonPress
596.91	2	1	Rewarded
602.11	1	1	ButtonPress
606.39	2	1	NonRewarded
611.85	1	1	ButtonPress
616.23	2	1	NonRewarded
621.43	1	1	ButtonPress
625.12	2	1	Rewarded
629.52	1	1	ButtonPress
634.27	2	1	Rewarded
639.47	1	1	ButtonPress
644.64	2	1	Rewarded
650.44	1	1	ButtonPress
655.23	2	1	NonRewarded
661.23	1	1	ButtonPress
668.42	2	1	Rewarded
673.09	1.1	1	ButtonPress
679.22	2	1	NonRewarded
683.88	1.1	1	ButtonPress
690.01	2	1	NonRewarded
694.31	1.1	1	ButtonPress
699.42	2	1	NonRewarded
705.02	1.1	1	ButtonPress
709.02	2	1	NonRewarded
713.42	1.1	1	ButtonPress
718.31	2	1	Rewarded
723.38	1.1	1	ButtonPress
727.4	2	1	NonRewarded
732.2	1.1	1	ButtonPress
736.06	2	1	NonRewarded
741.53	1	1	ButtonPress
745.56	2	1	NonRewarded
750.76	1	1	ButtonPress
755.02	2	1	NonRewarded
759.82	1	1	ButtonPress
764.35	2	1	NonRewarded
770.75	1	1	ButtonPress
775.01	2	1	Rewarded
782.21	1	1	ButtonPress
785.79	2	1	NonRewarded
791.12	1	1	ButtonPress
795.24	2	1	NonRewarded
802.04	1.1	1	ButtonPress
806.82	2	1	NonRewarded
811.22	1.1	1	ButtonPress
816.89	2	1	NonRewarded
821.69	1.1	1	ButtonPress
