onset	duration	weight	trial_type
6.82	2	1	NonRewarded
12.42	1.1	1	ButtonPress
19.62	2	1	NonRewarded
27.62	1.1	1	ButtonPress
32.63	2	1	NonRewarded
36.63	1.1	1	ButtonPress
44.45	2	1	NonRewarded
49.51	1.1	1	ButtonPress
55.97	2	1	NonRewarded
61.57	1.1	1	ButtonPress
65.64	2	1	Rewarded
70.44	1.1	1	ButtonPress
75.73	2	1	Rewarded
80.93	1.1	1	ButtonPress
86.04	2	1	Rewarded
92.84	1.1	1	ButtonPress
97.07	2	1	Rewarded
102	1.1	1	ButtonPress
107.72	2	1	NonRewarded
114.92	1.1	1	ButtonPress
118.9	2	1	Rewarded
124.1	1.1	1	ButtonPress
128.14	2	1	Rewarded
132.44	1	1	ButtonPress
137.28	2	1	Rewarded
141.48	1	1	ButtonPress
144.83	2	1	Rewarded
150.63	1	1	ButtonPress
157.35	2	1	NonRewarded
162.28	1	1	ButtonPress
169.19	2	1	Rewarded
173.49	1	1	ButtonPress
177.51	2	1	Rewarded
181.61	1	1	ButtonPress
185.61	2	1	Rewarded
191.21	1	1	ButtonPress
197.15	2	1	NonRewarded
203.55	1	1	ButtonPress
209.42	2	1	Rewarded
217.02	1	1	ButtonPress
221.04	2	1	NonRewarded
225.57	1	1	ButtonPress
232.65	2	1	NonRewarded
240.25	1	1	ButtonPress
246.98	2	1	Rewarded
252.98	1	1	ButtonPress
259.42	2	1	NonRewarded
264.35	1	1	ButtonPress
270.71	2	1	Rewarded
276.51	1	1	ButtonPress
281.04	2	1	NonRewarded
287.44	1	1	ButtonPress
291.8	2	1	Rewarded
298.6	1.1	1	ButtonPress
302.7	2	1	Rewarded
307.1	1.1	1	ButtonPress
310.68	2	1	NonRewarded
316.68	1.1	1	ButtonPress
320.35	2	1	Rewarded
325.15	1.1	1	ButtonPress
332.76	2	1	NonRewarded
337.96	1.1	1	ButtonPress
344.63	2	1	NonRewarded
351.83	1.1	1	ButtonPress
357.54	2	1	Rewarded
362.6	1.1	1	ButtonPress
367.98	2	1	Rewarded
374.18	1.1	1	ButtonPress
377.86	2	1	Rewarded
383.46	1.1	1	ButtonPress
390.77	2	1	Rewarded
394.77	1.1	1	ButtonPress
398.26	2	1	Rewarded
402.46	1	1	ButtonPress
410.03	2	1	NonRewarded
414.56	1	1	ButtonPress
420.33	2	1	Rewarded
424.43	1	1	ButtonPress
430.45	2	1	Rewarded
435.11	1	1	ButtonPress
439.53	2	1	Rewarded
444.2	1	1	ButtonPress
449.06	2	1	NonRewarded
453.86	1	1	ButtonPress
460.24	2	1	Rewarded
467.04	1.1	1	ButtonPress
470.7	2	1	Rewarded
477.5	1.1	1	ButtonPress
482.61	2	1	NonRewarded
488.21	1.1	1	ButtonPress
496.67	2	1	NonRewarded
504.67	1.1	1	ButtonPress
511.87	2	1	Rewarded
516.27	1.1	1	ButtonPress
523.22	2	1	NonRewarded
529.42	1.1	1	ButtonPress
534.87	2	1	NonRewarded
540.87	1.1	1	ButtonPress
547.4	2	1	Rewarded
554.6	1.1	1	ButtonPress
559.35	2	1	Rewarded
563.89	1.1	1	ButtonPress
567.84	2	1	Rewarded
572.64	1.1	1	ButtonPress
578.72	2	1	NonRewarded
586.32	1.1	1	ButtonPress
591.82	2	1	Rewarded
597.16	1.1	1	ButtonPress
601.51	2	1	NonRewarded
608.71	1.1	1	ButtonPress
616.55	2	1	Rewarded
622.95	1	1	ButtonPress
626.35	2	1	NonRewarded
630.75	1	1	ButtonPress
635.1	2	1	Rewarded
640.3	1	1	ButtonPress
645.32	2	1	NonRewarded
650.79	1	1	ButtonPress
658.09	2	1	NonRewarded
663.29	1	1	ButtonPress
669.18	2	1	Rewarded
673.58	1	1	ButtonPress
678.37	2	1	Rewarded
683.57	1	1	ButtonPress
688.81	2	1	Rewarded
694.61	1	1	ButtonPress
699.48	2	1	NonRewarded
705.48	1	1	ButtonPress
712.69	2	1	Rewarded
717.35	1	1	ButtonPress
724.23	2	1	NonRewarded
728.89	1	1	ButtonPress
736.46	2	1	NonRewarded
740.76	1	1	ButtonPress
748.74	2	1	NonRewarded
754.34	1.1	1	ButtonPress
759.24	2	1	NonRewarded
763.64	1.1	1	ButtonPress
768.52	2	1	Rewarded
773.59	1	1	ButtonPress
778.32	2	1	NonRewarded
783.12	1	1	ButtonPress
788.56	2	1	NonRewarded
794.03	1.1	1	ButtonPress
799.1	2	1	NonRewarded
804.3	1.1	1	ButtonPress
809.46	2	1	NonRewarded
814.26	1.1	1	ButtonPress
819.83	2	1	NonRewarded
826.23	1.1	1	ButtonPress
830.54	2	1	Rewarded
837.74	1.1	1	ButtonPress
841.45	2	1	NonRewarded
846.78	1.1	1	ButtonPress
850.95	2	1	NonRewarded
857.75	1	1	ButtonPress
863.07	2	1	NonRewarded
867.47	1.1	1	ButtonPress
876.09	2	1	NonRewarded
880.89	1.1	1	ButtonPress
