filename	acq_time	operator	randstr	MotionExclusion	MeanFD
anat/sub-SAXSISO35s_T2w.nii.gz	2000-01-01T00:00:00	saxe	c32c5367	False	n/a
anat/sub-SAXSISO35s_T1w.nii.gz	2000-01-01T00:00:01	saxe	789e4a00	False	n/a
fmap/sub-SAXSISO35s_run-001_magnitude1.nii.gz	2000-01-01T00:00:02	saxe	68296a46	False	n/a
fmap/sub-SAXSISO35s_run-001_magnitude2.nii.gz	2000-01-01T00:00:03	saxe	68296a46	False	n/a
fmap/sub-SAXSISO35s_run-001_phasediff.nii.gz	2000-01-01T00:00:04	saxe	edca7f12	False	n/a
func/sub-SAXSISO35s_task-CIC_run-001_bold.nii.gz	2000-01-01T00:00:05	saxe	4b95da4e	False	0.1097490032328767
func/sub-SAXSISO35s_task-CIC_run-002_bold.nii.gz	2000-01-01T00:00:06	saxe	4c657105	False	0.12225069791780825
func/sub-SAXSISO35s_task-CIC_run-003_bold.nii.gz	2000-01-01T00:00:07	saxe	2b6a9b2b	False	0.11001129460616438
func/sub-SAXSISO35s_task-CIC_run-004_bold.nii.gz	2000-01-01T00:00:08	saxe	0eac1730	False	0.11950822279452054
func/sub-SAXSISO35s_task-CIC_run-005_bold.nii.gz	2000-01-01T00:00:09	saxe	0efdffe9	False	0.12319364780136988
func/sub-SAXSISO35s_task-CIC_run-006_bold.nii.gz	2000-01-01T00:00:10	saxe	b0b07135	False	0.1270962099842466
