filename	acq_time	operator	randstr	MotionExclusion	MeanFD
anat/sub-SAXSISO34f_T2w.nii.gz	2000-01-01T00:00:00	saxe	e1084029	False	n/a
anat/sub-SAXSISO34f_T1w.nii.gz	2000-01-01T00:00:01	saxe	1cfc3c39	False	n/a
fmap/sub-SAXSISO34f_run-001_magnitude1.nii.gz	2000-01-01T00:00:02	saxe	0b992ab8	False	n/a
fmap/sub-SAXSISO34f_run-001_magnitude2.nii.gz	2000-01-01T00:00:03	saxe	0b992ab8	False	n/a
fmap/sub-SAXSISO34f_run-001_phasediff.nii.gz	2000-01-01T00:00:04	saxe	668be3cf	False	n/a
func/sub-SAXSISO34f_task-CIC_run-001_bold.nii.gz	2000-01-01T00:00:05	saxe	d7eb0ace	False	0.057732601953424674
func/sub-SAXSISO34f_task-CIC_run-002_bold.nii.gz	2000-01-01T00:00:06	saxe	f05bf4d5	False	0.047608183846575336
func/sub-SAXSISO34f_task-CIC_run-003_bold.nii.gz	2000-01-01T00:00:07	saxe	cbbcc1a9	False	0.04801729123320765
func/sub-SAXSISO34f_task-CIC_run-004_bold.nii.gz	2000-01-01T00:00:08	saxe	d26de557	False	0.046271345400000004
func/sub-SAXSISO34f_task-CIC_run-005_bold.nii.gz	2000-01-01T00:00:09	saxe	a411d332	False	0.0420375251369863
func/sub-SAXSISO34f_task-CIC_run-006_bold.nii.gz	2000-01-01T00:00:10	saxe	3274f2d2	False	0.043871300256041086
