onset	duration	weight	trial_type
6.05	2	1	NonRewarded
11.65	1.1	1	ButtonPress
15.73	2	1	NonRewarded
23.73	1.1	1	ButtonPress
27.01	2	1	NonRewarded
31.01	1.1	1	ButtonPress
36.67	2	1	NonRewarded
41.74	1.1	1	ButtonPress
48.21	2	1	NonRewarded
53.81	1.1	1	ButtonPress
57.88	2	1	Rewarded
62.68	1.1	1	ButtonPress
67.96	2	1	Rewarded
73.16	1.1	1	ButtonPress
78.26	2	1	Rewarded
85.06	1.1	1	ButtonPress
89.29	2	1	Rewarded
94.22	1.1	1	ButtonPress
99.95	2	1	NonRewarded
107.15	1.1	1	ButtonPress
111.1	2	1	Rewarded
116.3	1	1	ButtonPress
120.18	2	1	Rewarded
124.48	1	1	ButtonPress
129.27	2	1	Rewarded
133.47	1	1	ButtonPress
136.77	2	1	Rewarded
142.57	1	1	ButtonPress
148.57	2	1	NonRewarded
153.51	1	1	ButtonPress
158.15	2	1	Rewarded
162.45	1	1	ButtonPress
166.42	2	1	Rewarded
170.52	1	1	ButtonPress
174.51	2	1	Rewarded
180.11	1	1	ButtonPress
185.31	2	1	NonRewarded
191.71	1	1	ButtonPress
195.29	2	1	Rewarded
202.89	1	1	ButtonPress
206.88	2	1	NonRewarded
211.41	1	1	ButtonPress
217.77	2	1	NonRewarded
225.37	1	1	ButtonPress
229.74	2	1	Rewarded
235.74	1	1	ButtonPress
242.1	2	1	NonRewarded
247.04	1	1	ButtonPress
253.4	2	1	Rewarded
259.2	1	1	ButtonPress
263.74	2	1	NonRewarded
270.14	1	1	ButtonPress
274.5	2	1	Rewarded
281.3	1	1	ButtonPress
285.34	2	1	Rewarded
289.74	1	1	ButtonPress
293.24	2	1	NonRewarded
299.24	1	1	ButtonPress
302.81	2	1	Rewarded
307.61	1	1	ButtonPress
314.4	2	1	NonRewarded
319.6	1	1	ButtonPress
323.3	2	1	NonRewarded
330.5	1	1	ButtonPress
333.77	2	1	Rewarded
338.83	1	1	ButtonPress
344.01	2	1	Rewarded
350.21	1	1	ButtonPress
353.82	2	1	Rewarded
359.42	1	1	ButtonPress
366.63	2	1	Rewarded
370.63	1	1	ButtonPress
374.02	2	1	Rewarded
378.22	1	1	ButtonPress
385.02	2	1	NonRewarded
389.55	1.1	1	ButtonPress
394.42	2	1	Rewarded
398.52	1.1	1	ButtonPress
404.62	2	1	Rewarded
409.28	1.1	1	ButtonPress
413.82	2	1	Rewarded
418.48	1.1	1	ButtonPress
422.67	2	1	NonRewarded
427.47	1.1	1	ButtonPress
432.93	2	1	Rewarded
439.73	1.1	1	ButtonPress
443.3	2	1	Rewarded
450.1	1.1	1	ButtonPress
454.56	2	1	NonRewarded
460.16	1.1	1	ButtonPress
465.62	2	1	NonRewarded
473.62	1.1	1	ButtonPress
478.7	2	1	Rewarded
483.1	1	1	ButtonPress
489.09	2	1	NonRewarded
495.29	1	1	ButtonPress
499.66	2	1	NonRewarded
505.66	1	1	ButtonPress
512.12	2	1	Rewarded
519.32	1	1	ButtonPress
523.98	2	1	Rewarded
528.51	1	1	ButtonPress
532.31	2	1	Rewarded
537.11	1	1	ButtonPress
542.16	2	1	NonRewarded
549.76	1	1	ButtonPress
554.15	2	1	Rewarded
559.48	1	1	ButtonPress
562.95	2	1	NonRewarded
570.15	1	1	ButtonPress
576.91	2	1	Rewarded
583.31	1	1	ButtonPress
586.71	2	1	NonRewarded
591.11	1	1	ButtonPress
595.48	2	1	Rewarded
600.68	1	1	ButtonPress
604.94	2	1	NonRewarded
610.41	1	1	ButtonPress
614.77	2	1	NonRewarded
619.97	1	1	ButtonPress
623.65	2	1	Rewarded
628.05	1	1	ButtonPress
632.8	2	1	Rewarded
638	1	1	ButtonPress
643.2	2	1	Rewarded
649	1	1	ButtonPress
653.79	2	1	NonRewarded
659.79	1	1	ButtonPress
666.97	2	1	Rewarded
671.64	1	1	ButtonPress
677.67	2	1	NonRewarded
682.34	1	1	ButtonPress
688.3	2	1	NonRewarded
692.6	1	1	ButtonPress
697.55	2	1	NonRewarded
703.15	1	1	ButtonPress
706.95	2	1	NonRewarded
711.35	1	1	ButtonPress
716.11	2	1	Rewarded
721.18	1	1	ButtonPress
725.06	2	1	NonRewarded
729.86	1	1	ButtonPress
733.55	2	1	NonRewarded
739.01	1	1	ButtonPress
742.97	2	1	NonRewarded
748.17	1.1	1	ButtonPress
752.48	2	1	NonRewarded
757.28	1.1	1	ButtonPress
761.87	2	1	NonRewarded
768.27	1.1	1	ButtonPress
772.6	2	1	Rewarded
779.8	1.1	1	ButtonPress
783.48	2	1	NonRewarded
788.81	1	1	ButtonPress
792.9	2	1	NonRewarded
799.7	1	1	ButtonPress
804.32	2	1	NonRewarded
808.72	1.1	1	ButtonPress
814.38	2	1	NonRewarded
819.18	1.1	1	ButtonPress
