onset	duration	weight	trial_type
6.27	2	1	NonRewarded
11.87	1.1	1	ButtonPress
16.77	2	1	NonRewarded
24.77	1.1	1	ButtonPress
28.59	2	1	NonRewarded
32.59	1.1	1	ButtonPress
38.27	2	1	NonRewarded
43.34	1.1	1	ButtonPress
49.82	2	1	NonRewarded
55.42	1.1	1	ButtonPress
59.51	2	1	Rewarded
64.31	1.1	1	ButtonPress
69.65	2	1	Rewarded
74.85	1.1	1	ButtonPress
80.03	2	1	Rewarded
86.83	1.1	1	ButtonPress
91.04	2	1	Rewarded
95.98	1.1	1	ButtonPress
101.67	2	1	NonRewarded
108.87	1.1	1	ButtonPress
112.81	2	1	Rewarded
118.01	1.1	1	ButtonPress
121.98	2	1	Rewarded
126.28	1.1	1	ButtonPress
131.19	2	1	Rewarded
135.39	1.1	1	ButtonPress
138.79	2	1	Rewarded
144.59	1.1	1	ButtonPress
150.93	2	1	NonRewarded
155.87	1.1	1	ButtonPress
161.29	2	1	Rewarded
165.59	1.1	1	ButtonPress
169.69	2	1	Rewarded
173.79	1	1	ButtonPress
177.86	2	1	Rewarded
183.46	1.1	1	ButtonPress
189.05	2	1	NonRewarded
195.45	1.1	1	ButtonPress
199.84	2	1	Rewarded
207.44	1.1	1	ButtonPress
211.62	2	1	NonRewarded
216.15	1.1	1	ButtonPress
222.99	2	1	NonRewarded
230.59	1.1	1	ButtonPress
235.71	2	1	Rewarded
241.71	1.1	1	ButtonPress
248.18	2	1	NonRewarded
253.11	1.1	1	ButtonPress
259.57	2	1	Rewarded
265.37	1.1	1	ButtonPress
270.02	2	1	NonRewarded
276.42	1.1	1	ButtonPress
280.93	2	1	Rewarded
287.73	1.1	1	ButtonPress
291.85	2	1	Rewarded
296.25	1.1	1	ButtonPress
299.91	2	1	NonRewarded
305.91	1.1	1	ButtonPress
309.65	2	1	Rewarded
314.45	1.1	1	ButtonPress
321.34	2	1	NonRewarded
326.54	1.1	1	ButtonPress
330.54	2	1	NonRewarded
337.74	1.1	1	ButtonPress
341.77	2	1	Rewarded
346.83	1.1	1	ButtonPress
352.12	2	1	Rewarded
358.32	1.1	1	ButtonPress
361.99	2	1	Rewarded
367.59	1.1	1	ButtonPress
374.91	2	1	Rewarded
378.91	1.1	1	ButtonPress
382.4	2	1	Rewarded
386.6	1.1	1	ButtonPress
393.65	2	1	NonRewarded
398.18	1.1	1	ButtonPress
403.63	2	1	Rewarded
407.73	1.1	1	ButtonPress
413.9	2	1	Rewarded
418.57	1.1	1	ButtonPress
423.15	2	1	Rewarded
427.82	1	1	ButtonPress
432.06	2	1	NonRewarded
436.86	1	1	ButtonPress
442.76	2	1	Rewarded
449.56	1	1	ButtonPress
453.05	2	1	Rewarded
459.85	1	1	ButtonPress
464.35	2	1	NonRewarded
469.95	1	1	ButtonPress
476	2	1	NonRewarded
484	1.1	1	ButtonPress
489.11	2	1	Rewarded
493.51	1.1	1	ButtonPress
499.77	2	1	NonRewarded
505.97	1.1	1	ButtonPress
511.02	2	1	NonRewarded
517.02	1.1	1	ButtonPress
523.63	2	1	Rewarded
530.83	1.1	1	ButtonPress
535.63	2	1	Rewarded
540.16	1.1	1	ButtonPress
544.06	2	1	Rewarded
548.86	1.1	1	ButtonPress
554.15	2	1	NonRewarded
561.75	1.1	1	ButtonPress
566.74	2	1	Rewarded
572.07	1.1	1	ButtonPress
575.79	2	1	NonRewarded
582.99	1.1	1	ButtonPress
590.41	2	1	Rewarded
596.81	1.1	1	ButtonPress
600.33	2	1	NonRewarded
604.73	1.1	1	ButtonPress
609.23	2	1	Rewarded
614.43	1.1	1	ButtonPress
619.04	2	1	NonRewarded
624.51	1.1	1	ButtonPress
629.7	2	1	NonRewarded
634.9	1.1	1	ButtonPress
638.81	2	1	Rewarded
643.21	1.1	1	ButtonPress
648.12	2	1	Rewarded
653.32	1.1	1	ButtonPress
658.59	2	1	Rewarded
664.39	1.1	1	ButtonPress
669.35	2	1	NonRewarded
675.35	1.1	1	ButtonPress
682.82	2	1	Rewarded
687.48	1.1	1	ButtonPress
693.78	2	1	NonRewarded
698.45	1.1	1	ButtonPress
705.26	2	1	NonRewarded
709.56	1	1	ButtonPress
715.34	2	1	NonRewarded
720.94	1.1	1	ButtonPress
725.42	2	1	NonRewarded
729.82	1.1	1	ButtonPress
734.75	2	1	Rewarded
739.81	1.1	1	ButtonPress
744.02	2	1	NonRewarded
748.82	1.1	1	ButtonPress
753.38	2	1	NonRewarded
758.84	1.1	1	ButtonPress
763.52	2	1	NonRewarded
768.72	1.1	1	ButtonPress
773.37	2	1	NonRewarded
778.17	1.1	1	ButtonPress
783.29	2	1	NonRewarded
789.69	1.1	1	ButtonPress
794.02	2	1	Rewarded
801.22	1.1	1	ButtonPress
804.94	2	1	NonRewarded
810.27	1.1	1	ButtonPress
814.46	2	1	NonRewarded
821.26	1	1	ButtonPress
826.12	2	1	NonRewarded
830.52	1.1	1	ButtonPress
836.86	2	1	NonRewarded
841.66	1.1	1	ButtonPress
